,Page,Formatted_content,Processed_content,keywords
228,15, ,,[]
229,15,"for how to place a stop payment on recurring electronic payments. You may request a stop payment by calling us, in person, or through chase.com  or Chase Mobile. We use automated systems to identify items, so we need speci ﬁc ","place stop payment recurring electronic payment . may request stop payment calling u , person , chase.com Chase Mobile . use automated system identify item , need speci ﬁc","['chase mobile use', 'place stop payment', 'stop payment', 'stop payment calling', 'request stop payment', 'calling person chase', 'stop payment recurring', 'chase mobile', 'payment request stop', 'chase com']"
230,15,"information to process the request. In order for us to identify the item, you must give us the account number on which the check is drawn and either: • The exact check number or a range of check numbers,","information process request . order u identify item , must give u account number check drawn either : • exact check number range check number ,","['item account number', 'number check drawn', 'account number check', 'check number', 'exact check number', 'order identify item', 'account number', 'identify item account', 'check drawn', 'range check number']"
231,15,"• The payee name and the exact amount of the check, or","• payee name exact amount check ,","['payee exact check', 'payee exact', 'payee', 'exact check', 'check', 'exact']"
232,15,"• The payee name and range of amounts of the check. We are not responsible for stopping payment on checks if you do not provide this information or if you provide inconsistent information. We may refuse a payment to a payee with a similar name that we believe to be the same payee; however, we are not liable if we don’t refuse the payment. We may send you a written conﬁrmation of your stop payment. We may rely on the information in the conﬁrmation unless you notify us immediately of any errors. When the stop payment order expires, we may pay the item and have no duty to notify you. For personal accounts, your stop payment request lasts for one year even if the check is presented more than once unless you cancel your stop payment request. ","• payee name range amount check . responsible stopping payment check provide information provide inconsistent information . may refuse payment payee similar name believe payee ; however , liable ’ refuse payment . may send written conﬁrmation stop payment . may rely information conﬁrmation unless notify u immediately error . stop payment order expires , may pay item duty notify . personal account , stop payment request last one year even check presented unless cancel stop payment request .","['conﬁrmation stop payment', 'stopping payment check', 'responsible stopping payment', 'cancel stop payment', 'stopping payment', 'stop payment order', 'stop payment', 'account stop payment', 'error stop payment', 'information refuse payment']"
233,15,"However, you may place a new stop payment order, which will be effective for one calendar year from the day you place the additional order. An additional fee will be charged. For business accounts, you may place a stop payment for either: • One calendar year with automatic renewal annually for up to six additional years. We will list scheduled renewals on your business account statement 60 to ","However , may place new stop payment order , effective one calendar year day place additional order . additional fee charged . business account , may place stop payment either : • One calendar year automatic renewal annually six additional year . list scheduled renewal business account statement 60","['new stop payment', 'place stop payment', 'renewal business account', 'stop payment calendar', 'scheduled renewal business', 'stop payment order', 'scheduled renewal', 'stop payment', 'renewal business', 'renewal annually']"
234,15,"90 days in advance. The stop payment will be renewed, and you will be charged a Stop Payment Automatic Renewal Fee, unless you notify us not to renew by following the instructions in the statement, or","90 day advance . stop payment renewed , charged Stop Payment Automatic Renewal Fee , unless notify u renew following instruction statement ,","['90 day advance', 'automatic renewal fee', 'payment automatic renewal', 'renewal fee', 'renewal fee unless', 'stop payment renewed', 'payment renewed', 'automatic renewal', 'payment renewed charged', 'renewed charged stop']"
235,15,"• One calendar year (this option is not available for stop payments initiated on chase.com or Chase Mobile). Generally, we will complete your request as soon as we receive your instructions. We may allow you to place a stop payment on a cashier’s check, teller’s check or certi ﬁed check if you provide us a sworn statement—in a form we deem acceptable—","• One calendar year ( option available stop payment initiated chase.com Chase Mobile ) . Generally , complete request soon receive instruction . may allow place stop payment cashier ’ check , teller ’ check certi ﬁed check provide u sworn statement—in form deem acceptable—","['place stop payment', 'available stop payment', 'payment initiated chase', 'stop payment cashier', 'stop payment', 'stop payment initiated', 'initiated chase com', 'chase mobile', 'chase mobile generally', 'com chase mobile']"
236,15,"that the check is lost, stolen or destroyed. Even if we agree to attempt to stop payment on a cashier’s check, teller’s check (official check) or certi ﬁed check, if the check is ","check lost , stolen destroyed . Even agree attempt stop payment cashier ’ check , teller ’ check ( official check ) certi ﬁed check , check","['check teller check', 'check lost stolen', 'teller check official', 'cashier check', 'teller check', 'payment cashier check', 'cashier check teller', 'check teller', 'stop payment cashier', 'certi ﬁed check']"
237,15,"presented for payment, we may pay it and you will be liable to us for that item, unless otherwise required by applicable law. After you place a stop payment, we are not required to refund the check amount or issue a replacement check until at least 90 days after the original check’s issue date. We are not required to refund the check amount or issue a replacement check if the check is presented for payment within 90 days after the issue date. 6. Account numbers on funds transfers","presented payment , may pay liable u item , unless otherwise required applicable law . place stop payment , required refund check amount issue replacement check least 90 day original check ’ issue date . required refund check amount issue replacement check check presented payment within 90 day issue date . 6 . Account number fund transfer","['payment required refund', 'required refund check', 'fund transfer', 'refund check', 'required refund', 'payment pay liable', 'payment 90 day', 'replacement check', 'number fund transfer', 'check 90 day']"
238,15,"If you instruct us to send a funds transfer, such as a wire or ACH, we and every other bank involved in the transfer may rely on any bank number or account number you ","instruct u send fund transfer , wire ACH , every bank involved transfer may rely bank number account number","['send fund transfer', 'transfer rely bank', 'fund transfer', 'bank involved transfer', 'instruct send fund', 'send fund', 'fund transfer wire', 'wire ach bank', 'ach bank involved', 'bank involved']"
239,15,"provide. If the funds transfer instruction gives both a bank number or account number and a name, and the name identi ﬁes a different person from the bank or account ","provide . fund transfer instruction give bank number account number name , name identi ﬁes different person bank account","['provide fund transfer', 'fund transfer instruction', 'fund transfer', 'person bank account', 'provide fund', 'transfer instruction bank', 'different person bank', 'bank number account', 'transfer instruction', 'instruction bank number']"
240,15,"owner identi ﬁed by number, we and other banks that handle the funds transfer may still rely exclusively on the number. We have no duty to detect any inconsistency ","owner identi ﬁed number , bank handle fund transfer may still rely exclusively number . duty detect inconsistency","['number bank handle', 'identi ﬁed number', 'handle fund transfer', 'fund transfer rely', 'ﬁed number bank', 'owner identi ﬁed', 'number duty detect', 'number bank', 'owner identi', 'bank handle fund']"
241,15,between the bank number or account number and the name. 7. Savings account withdrawals,bank number account number name . 7 . Savings account withdrawal,"['savings account withdrawal', 'bank number account', 'number savings account', 'account withdrawal', 'account number savings', 'bank number', 'number account number', 'savings account', 'number account', 'account number']"
242,15,"In this agreement, a savings account means an account, including a money market account (and excluding NOW accounts), for which we reserve the right to require seven days’ prior written notice to withdrawal. See the section Our right to require advance notice of withdrawals . During any monthly statement period, you may make ","agreement , saving account mean account , including money market account ( excluding account ) , reserve right require seven day ’ prior written notice withdrawal . See section right require advance notice withdrawal . monthly statement period , may make","['agreement saving account', 'account reserve', 'advance notice withdrawal', 'account reserve right', 'notice withdrawal section', 'notice withdrawal monthly', 'money market account', 'notice withdrawal', 'saving account mean', 'saving account']"
243,15,"transfers and withdrawals, regardless of the number of transfers and withdrawals or the way in which transfers and withdrawals are made. You agree not to make withdrawals by negotiable or transferable instruments (checks or drafts) for the purpose of making transfers to third parties from savings accounts. Return to Table of Contents","transfer withdrawal , regardless number transfer withdrawal way transfer withdrawal made . agree make withdrawal negotiable transferable instrument ( check draft ) purpose making transfer third party saving account . Return Table Contents","['transfer withdrawal way', 'withdrawal negotiable transferable', 'withdrawal way transfer', 'transfer withdrawal', 'transfer withdrawal regardless', 'transfer withdrawal agree', 'number transfer withdrawal', 'way transfer withdrawal', 'purpose making transfer', 'making transfer']"
244,16,Effective 10/15/20238. Our right to require advance notice of withdrawals,Effective 10/15/20238 . right require advance notice withdrawal,"['advance notice withdrawal', 'notice withdrawal', 'require advance notice', 'advance notice', 'effective 10 15', 'right require advance', '20238 right require', '20238', 'withdrawal', 'require advance']"
245,16,"For all savings accounts and all personal interest-bearing checking accounts, we reserve the right to require seven days’ prior written notice of withdrawal. 9. Check cashing","saving account personal interest-bearing checking account , reserve right require seven day ’ prior written notice withdrawal . 9 . Check cashing","['checking account reserve', 'notice withdrawal check', 'withdrawal check cashing', 'bearing checking account', 'account reserve', 'account reserve right', 'checking account', 'check cashing', 'withdrawal check', 'notice withdrawal']"
246,16,"If a person who is not our deposit or loan customer tries to cash your check at any of our branches, we may charge them a fee or refuse to cash it. We may also require ","person deposit loan customer try cash check branch , may charge fee refuse cash . may also require","['try cash check', 'person deposit loan', 'cash check branch', 'deposit loan', 'customer try cash', 'deposit loan customer', 'cash require', 'fee refuse cash', 'refuse cash require', 'loan customer try']"
247,16,"that they provide us identi ﬁcation we deem acceptable. 10. Incomplete, future-dated, conditional or stale-dated checksYou agree not to write a check that’s incomplete, future-dated or tries to limit the time or method of payment with a condition, such as “Void after 180 days” or “Valid only for $1,000 or less.” We have no duty to discover, observe or comply with these conditions and may pay such checks. If we pay a conditional check, the conditions do not apply to us. We may choose to pay or not to pay a stale-dated check (dated more than six months before it is presented), regardless of how old it is. If we pay it, you will be ","provide u identi ﬁcation deem acceptable . 10 . Incomplete , future-dated , conditional stale-dated checksYou agree write check ’ incomplete , future-dated try limit time method payment condition , “ Void 180 day ” “ Valid $ 1,000 less. ” duty discover , observe comply condition may pay check . pay conditional check , condition apply u . may choose pay pay stale-dated check ( dated six month presented ) , regardless old . pay ,","['stale dated check', 'dated check', 'stale dated checksyou', 'dated checksyou agree', 'pay stale dated', 'dated check dated', 'condition pay check', 'dated checksyou', 'write check', 'check dated']"
248,16,responsible for the check. 11. Multiple signatures,responsible check . 11 . Multiple signature,"['multiple signature', '11 multiple signature', 'responsible check', 'signature', 'responsible check 11', 'check 11 multiple', 'responsible', 'check', 'check 11', 'multiple']"
249,16,"We are not required to comply with any multiple-signature requirement, either on personal or business accounts, even if your signature card speci ﬁes that multiple ","required comply multiple-signature requirement , either personal business account , even signature card speci ﬁes multiple","['multiple signature requirement', 'comply multiple signature', 'signature requirement personal', 'signature requirement', 'multiple signature', 'business account signature', 'required comply multiple', 'account signature card', 'account signature', 'comply multiple']"
250,16,signatures are required or you have otherwise instructed us to do so. A multiple-signature requirement is for your internal control purposes only.12. Facsimile signatures,signature required otherwise instructed u . multiple-signature requirement internal control purpose only.12 . Facsimile signature,"['signature required instructed', 'signature requirement', 'signature requirement internal', 'multiple signature requirement', 'signature required', '12 facsimile signature', 'instructed multiple signature', 'facsimile signature', 'multiple signature', 'signature']"
251,16,"We may pay a check bearing any form of facsimile or computer-generated signature. If you use a facsimile or computer-generated signature, or provide a signature card authorizing any such signature, you will be solely responsible for any check bearing a similar signature, regardless of your negligence or whether the signature was the same one you previously used. 13. Review of checks and signatures","may pay check bearing form facsimile computer-generated signature . use facsimile computer-generated signature , provide signature card authorizing signature , solely responsible check bearing similar signature , regardless negligence whether signature one previously used . 13. Review check signature","['provide signature card', 'signature card authorizing', 'card authorizing signature', 'provide signature', 'review check signature', 'signature use facsimile', 'authorizing signature', 'check signature', 'computer generated signature', 'signature use']"
252,16,"Check payment is highly automated, and we pay millions of checks every day. Although we inspect some checks, you agree that reasonable commercial standards don’t ","Check payment highly automated , pay million check every day . Although inspect check , agree reasonable commercial standard ’","['check payment highly', 'payment highly automated', 'highly automated pay', 'automated pay', 'million check', 'check payment', 'million check day', 'automated pay million', 'pay million check', 'payment highly']"
253,16,"require us to do so. If we return a check because we believe it doesn’t match your signature on ﬁle with us, we’re not liable to you even if you authorized the check. ","require u . return check believe ’ match signature ﬁle u , ’ liable even authorized check .","['signature ﬁle liable', 'liable authorized check', 'return check believe', 'authorized check', 'return check', 'require return check', 'ﬁle liable authorized', 'liable authorized', 'require return', 'signature ﬁle']"
254,16,"If the numeric amount on a check doesn’t match the amount written out in words, we may select either one when paying it. We have no duty to prevent a check from being presented more than once. 14. Substitute Checks and Your Rights","numeric amount check ’ match amount written word , may select either one paying . duty prevent check presented . 14 . Substitute Checks Rights","['substitute checks', 'substitute checks rights', 'numeric check match', 'select paying duty', 'checks rights', 'duty prevent check', 'paying duty prevent', 'prevent check', 'word select paying', 'select paying']"
255,16,"What is a substitute check? To make check processing faster, federal law permits banks to replace original checks with “substitute checks.” These checks are similar in size to original checks, with ","substitute check ? make check processing faster , federal law permit bank replace original check “ substitute checks. ” check similar size original check ,","['original check substitute', 'substitute checks', 'substitute checks check', 'replace original check', 'check substitute checks', 'permit bank replace', 'bank replace', 'original check', 'bank replace original', 'substitute check']"
256,16,a reduced image of the front and back of the original check. The front of a substitute check states: “This is a legal copy of your check. You can use it the same way you would use the original check.” You may use a substitute check as proof of payment just like the original check. Some or all of the checks that you receive back from us may be substitute checks. This notice describes rights you have when you receive substitute checks from us. The ,reduced image front back original check . front substitute check state : “ legal copy check . use way would use original check. ” may use substitute check proof payment like original check . check receive back u may substitute check . notice describes right receive substitute check u .,"['original check substitute', 'check receive substitute', 'original check check', 'substitute check notice', 'use original check', 'original check use', 'check substitute check', 'receive substitute check', 'substitute check', 'like original check']"
257,16,"rights in this notice do not apply to original checks or to electronic debits to your account. However, you have rights under other law with respect to those transactions. What are your rights as a consumer regarding substitute checks? In certain cases, federal law provides a special procedure that allows you to request a refund for losses you suffer if a substitute check is posted to your account (for ","right notice apply original check electronic debit account . However , right law respect transaction . right consumer regarding substitute check ? certain case , federal law provides special procedure allows request refund loss suffer substitute check posted account (","['apply original check', 'original check', 'account right law', 'original check electronic', 'regarding substitute check', 'notice apply original', 'substitute check posted', 'respect transaction right', 'transaction right consumer', 'law respect transaction']"
258,16,"example, if you think that we withdrew the wrong amount from your account or that we withdrew money from your account more than once for the same check). The losses you may attempt to recover under this procedure may include the amount that was withdrawn from your account and fees that were charged as a result of the withdrawal (for example, Overdraft Fees). The amount of your refund under this procedure is limited to the amount of your loss or the amount of the substitute check, whichever is less. You also are entitled to ","example , think withdrew wrong amount account withdrew money account check ) . loss may attempt recover procedure may include amount withdrawn account fee charged result withdrawal ( example , Overdraft Fees ) . amount refund procedure limited amount loss amount substitute check , whichever le . also entitled","['withdrew money account', 'refund procedure limited', 'account withdrew money', 'withdrawn account', 'fees refund procedure', 'withdrew money', 'account withdrew', 'include withdrawn account', 'refund procedure', 'fees refund']"
259,16,"interest on the amount of your refund if your account is an interest-bearing account. If your loss exceeds the amount of the substitute check, you may be able to recover additional amounts under other law. If you use this procedure, you may receive up to $2,500 of your refund (plus interest if applicable) within 10 business days after we receive your claim and the ","interest amount refund account interest-bearing account . loss exceeds amount substitute check , may able recover additional amount law . use procedure , may receive $ 2,500 refund ( plus interest applicable ) within 10 business day receive claim","['refund account bearing', 'bearing account loss', 'refund account', 'account loss exceeds', 'account bearing account', 'refund plus applicable', 'bearing account', 'account bearing', 'receive 500 refund', 'refund plus']"
260,16,"remainder of your refund (plus interest if applicable) no later than 45 calendar days after we receive your claim. We may reverse the refund (including interest) if we later determine the substitute check was correctly posted. How do you make a claim for a refund?If you believe that you have suffered a loss relating to a substitute check that you received and that was posted to your account, please contact us. You must contact us ","remainder refund ( plus interest applicable ) later 45 calendar day receive claim . may reverse refund ( including interest ) later determine substitute check correctly posted . make claim refund ? believe suffered loss relating substitute check received posted account , please contact u . must contact u","['remainder refund', 'claim refund believe', 'substitute check received', 'remainder refund plus', 'claim refund', 'make claim refund', 'claim reverse refund', 'receive claim reverse', 'refund believe suffered', 'refund plus applicable']"
261,16,"within 40 calendar days of the date that we mailed or otherwise delivered the substitute check or the account statement showing that the substitute check was posted to your account, whichever is later. We will extend this time period if you were not able to make a timely claim because of extraordinary circumstances. Your claim must include: • A description of why you have suffered a loss (for example, you think the amount withdrawn was incorrect);","within 40 calendar day date mailed otherwise delivered substitute check account statement showing substitute check posted account , whichever later . extend time period able make timely claim extraordinary circumstance . claim must include : • description suffered loss ( example , think amount withdrawn incorrect ) ;","['timely claim', 'make timely claim', 'substitute check account', 'timely claim extraordinary', 'delivered substitute check', 'substitute check posted', 'circumstance claim include', 'extraordinary circumstance claim', 'account statement', 'delivered substitute']"
262,16,• An estimate of the amount of your loss;,• estimate amount loss ;,"['estimate loss', 'estimate', 'loss']"
263,16,• An explanation of why the substitute check you received is insufficient to con ﬁrm that you suffered a loss; and,• explanation substitute check received insufficient con ﬁrm suffered loss ;,"['insufficient ﬁrm suffered', 'received insufficient ﬁrm', 'check received insufficient', 'substitute check received', 'received insufficient', 'ﬁrm suffered loss', 'insufficient ﬁrm', 'explanation substitute check', 'substitute check', 'suffered loss']"
264,16,"• The following information to help us identify the substitute check: the check number, the name of the person to whom you wrote the check, and the amount of ","• following information help u identify substitute check : check number , name person wrote check , amount","['person wrote check', 'identify substitute check', 'check check number', 'check number', 'substitute check check', 'identify substitute', 'substitute check', 'check number person', 'wrote check', 'help identify substitute']"
265,16,the check. Depositing substitute checks,check . Depositing substitute check,"['depositing substitute check', 'check depositing substitute', 'check depositing', 'depositing substitute', 'depositing', 'substitute check', 'substitute', 'check']"
266,16,"You may receive a substitute check, such as when a check you deposited is returned unpaid. If you deposit a substitute check and we suffer a loss, cost or expense as a ","may receive substitute check , check deposited returned unpaid . deposit substitute check suffer loss , cost expense","['deposit substitute check', 'unpaid deposit substitute', 'receive substitute check', 'deposit substitute', 'check check deposited', 'check deposited returned', 'unpaid deposit', 'returned unpaid deposit', 'check deposited', 'deposited returned unpaid']"
267,16,"result, you will have to pay us that amount. Return to Table of Contents","result , pay u amount . Return Table Contents","['pay return table', 'result pay return', 'result pay', 'return table', 'return table contents', 'pay return', 'pay', 'table', 'table contents', 'result']"
268,17,Effective 10/15/2023IV. Funds Availability Policy,Effective 10/15/2023IV . Funds Availability Policy,"['funds availability policy', '2023iv funds availability', '2023iv funds', '15 2023iv funds', 'funds availability', 'availability policy', 'policy', 'effective 10 15', '2023iv', 'funds']"
269,17,"When Your Deposit Is Received: If you make a deposit with a banker at a branch on a business day, we will consider that day to be the day of your deposit. If you make a deposit on a business day before our cutoff time at a Chase ATM, we will consider that day to be the day of your deposit. However, if you make a deposit on a day that is not a business day, or make an ATM deposit after the ATM cutoff time, we will consider the deposit to have been made on the next business day. • For determining the availability of your deposits, every day is a business day, except Saturdays, Sundays and federal holidays. •  For deposits and transfers at most ATMs, the cutoff time is 11 p.m. Eastern Time (8 p.m. Paci ﬁc Time). For ATMs with an earlier cutoff, the ATM screen will notify ","Deposit Received : make deposit banker branch business day , consider day day deposit . make deposit business day cutoff time Chase ATM , consider day day deposit . However , make deposit day business day , make ATM deposit ATM cutoff time , consider deposit made next business day . • determining availability deposit , every day business day , except Saturdays , Sundays federal holiday . • deposit transfer ATMs , cutoff time 11 p.m. Eastern Time ( 8 p.m. Paci ﬁc Time ) . ATMs earlier cutoff , ATM screen notify","['deposit transfer atms', 'availability deposit day', 'deposit business day', 'deposit day', 'make deposit day', 'atm deposit atm', 'deposit atm', 'deposit day business', 'deposit atm cutoff', 'atms earlier cutoff']"
270,17,you of the cutoff time. •  Deposits placed in a night depository are considered received when we remove them from the night depository; we will remove deposits no later than the next ,cutoff time . • Deposits placed night depository considered received remove night depository ; remove deposit later next,"['deposits placed night', 'cutoff time deposits', 'time deposits placed', 'depository remove deposit', 'remove deposit later', 'night depository remove', 'depository remove', 'time deposits', 'remove deposit', 'placed night depository']"
271,17,"business day. •  Branches in some locations may be closed on business days in observance of a state holiday or because of an emergency, and deposits made at a night ","business day . • Branches location may closed business day observance state holiday emergency , deposit made night","['business day branches', 'closed business day', 'business day', 'business day observance', 'day branches location', 'emergency deposit night', 'deposit night', 'day branches', 'branches location closed', 'holiday emergency deposit']"
272,17,depository when those branches are closed will be considered received on the next business day when the branch is open. •  We will not accept cash deposits by mail. Check deposits made by mail should be addressed to: National Bank By MailPO Box 6185,depository branch closed considered received next business day branch open . • accept cash deposit mail . Check deposit made mail addressed : National Bank MailPO Box 6185,"['national bank mailpo', 'check deposit mail', 'addressed national bank', 'depository branch closed', 'deposit mail addressed', 'national bank', 'cash deposit mail', 'deposit mail check', 'deposit mail', 'depository branch']"
273,17, ,,[]
274,17,"Westerville, OH 43086","Westerville , OH 43086","['westerville oh 43086', 'westerville oh', 'westerville', '43086', 'oh 43086', 'oh']"
275,17,"All deposits made by mail and addressed to any other Chase facility may be forwarded to the National Bank By Mail facility in Westerville, Ohio, and will be ","deposit made mail addressed Chase facility may forwarded National Bank Mail facility Westerville , Ohio ,","['mail addressed chase', 'chase facility forwarded', 'forwarded national bank', 'deposit mail addressed', 'deposit mail', 'national bank mail', 'addressed chase facility', 'bank mail', 'bank mail facility', 'addressed chase']"
276,17,"considered received on the date the deposit is received by that facility. For all accounts other than Chase Analysis Business Checking (with or without Interest):  Wire transfers, electronic direct deposits and cash deposits ","considered received date deposit received facility . account Chase Analysis Business Checking ( without Interest ) : Wire transfer , electronic direct deposit cash deposit","['deposit received facility', 'facility account chase', 'direct deposit cash', 'direct deposit', 'account chase', 'electronic direct deposit', 'account chase analysis', 'cash deposit', 'deposit cash', 'date deposit']"
277,17,"will be available on the day we receive your deposit. Except as described later in this policy, when you make other deposits, the funds are available on the ﬁrst business ","available day receive deposit . Except described later policy , make deposit , fund available ﬁrst business","['deposit fund available', 'policy make deposit', 'deposit fund', 'day receive deposit', 'receive deposit described', 'make deposit fund', 'make deposit', 'receive deposit', 'fund available ﬁrst', 'deposit described later']"
278,17,day after the day we receive your deposit. In most cases when you deposit checks drawn on a Chase account: • Deposits made with a banker at a branch will be available on the same day we receive your deposit;,day day receive deposit . case deposit check drawn Chase account : • Deposits made banker branch available day receive deposit ;,"['day receive deposit', 'chase account deposits', 'receive deposit case', 'deposit case deposit', 'case deposit check', 'deposit check drawn', 'deposit case', 'receive deposit', 'drawn chase account', 'deposit check']"
279,17,"• Some or all deposits made at an ATM will be available on the same day we receive your deposit. Once funds are available, you may withdraw them or use them to pay checks and other items. For online banking deposits, different terms may apply.For Chase Analysis Business Checking (with or without Interest): Same-day availability:  Wire transfers, electronic direct deposits, and cash deposits made with a banker at a branch or at an ATM will be available on the day ","• deposit made ATM available day receive deposit . fund available , may withdraw use pay check item . online banking deposit , different term may apply.For Chase Analysis Business Checking ( without Interest ) : Same-day availability : Wire transfer , electronic direct deposit , cash deposit made banker branch ATM available day","['deposit atm available', 'atm available day', 'deposit atm', 'branch atm available', 'branch atm', 'direct deposit cash', 'deposit banker branch', 'banking deposit', 'apply chase', 'banker branch atm']"
280,17,we receive your deposit.Next business day availability: ,receive deposit.Next business day availability :,"['deposit business day', 'receive deposit', 'deposit', 'receive deposit business', 'deposit business', 'business day', 'business day availability', 'day availability', 'receive', 'availability']"
281,17,Funds from the following deposits are available on the ﬁrst business day after the day we receive your deposit: • U.S. Treasury checks that are payable to you;,Funds following deposit available ﬁrst business day day receive deposit : • U.S. Treasury check payable ;,"['receive deposit treasury', 'deposit treasury check', 'treasury check payable', 'deposit treasury', 'day receive deposit', 'deposit available ﬁrst', 'treasury check', 'following deposit available', 'receive deposit', 'funds following deposit']"
282,17,"• Checks that are drawn on us. • The following items, if you make the deposit with a banker at a branch: a. State and local government checks that are payable to you, if you use the “Next Day Funds Availability” deposit slip available at any branch upon request;","• Checks drawn u . • following item , make deposit banker branch : . State local government check payable , use “ Next Day Funds Availability ” deposit slip available branch upon request ;","['checks drawn', 'government check payable', 'deposit banker branch', 'check payable', 'check payable use', 'banker branch state', 'funds availability deposit', 'availability deposit slip', 'make deposit', 'deposit slip available']"
283,17,"b. Cashier’s, certi ﬁed, and teller’s checks that are payable to you, if you use the “Next Day Funds Availability” deposit slip available at any branch upon request;","b. Cashier ’ , certi ﬁed , teller ’ check payable , use “ Next Day Funds Availability ” deposit slip available branch upon request ;","['ﬁed teller check', 'teller check', 'teller check payable', 'check payable', 'availability deposit slip', 'funds availability deposit', 'availability deposit', 'check payable use', 'cashier certi ﬁed', 'deposit slip']"
284,17,"c. Federal Reserve Bank checks, Federal Home Loan Bank checks, and postal money orders that are payable to you. Second business day availability: Funds from all other deposits are available no later than the second business day after the day we receive your deposit.  ","c. Federal Reserve Bank check , Federal Home Loan Bank check , postal money order payable . Second business day availability : Funds deposit available later second business day day receive deposit .","['bank check federal', 'availability funds deposit', 'reserve bank check', 'funds deposit available', 'bank check', 'loan bank check', 'funds deposit', 'federal reserve bank', 'bank', 'home loan bank']"
285,17,"Available funds may be withdrawn in cash or used to pay checks and other items.For online banking deposits, different terms may apply. Longer Delays May Apply: For all accounts other than Chase Analysis Business Checking (with or without Interest): In some cases, we may not make all of the funds that ","Available fund may withdrawn cash used pay check items.For online banking deposit , different term may apply . Longer Delays May Apply : account Chase Analysis Business Checking ( without Interest ) : case , may make fund","['fund withdrawn cash', 'available fund', 'available fund withdrawn', 'banking deposit', 'withdrawn cash', 'withdrawn cash used', 'pay check items', 'banking deposit different', 'fund withdrawn', 'online banking deposit']"
286,17,you deposited by check available by the ﬁrst business day after the day of your deposit. Funds may not be available until the second business day after the day of ,deposited check available ﬁrst business day day deposit . Funds may available second business day day,"['day deposit funds', 'deposit funds available', 'deposited check available', 'deposit funds', 'day deposit', 'day day deposit', 'deposited check', 'funds available second', 'deposit', 'second business day']"
287,17,"your deposit. However, the ﬁrst $225 of these deposits will be available on the ﬁrst business day after the day of your deposit, unless we delay availability for one ","deposit . However , ﬁrst $ 225 deposit available ﬁrst business day day deposit , unless delay availability one","['ﬁrst 225 deposit', '225 deposit available', 'deposit available ﬁrst', 'deposit ﬁrst 225', '225 deposit', 'deposit available', 'day deposit', 'day day deposit', 'deposit ﬁrst', 'deposit unless delay']"
288,17,"of the circumstances listed below. If you will need the funds from a deposit right away, you should ask us when the funds will be available, but further review of the ","circumstance listed . need fund deposit right away , ask u fund available , review","['need fund deposit', 'fund deposit', 'fund available', 'fund deposit right', 'fund available review', 'ask fund available', 'need fund', 'listed need fund', 'deposit right away', 'ask fund']"
289,17,"deposit after we receive it may still result in delayed availability. For all accounts: We may delay availability for the full amount of the check, including the ﬁrst $225, up to the seventh business day after the day of your deposit ","deposit receive may still result delayed availability . account : may delay availability full amount check , including ﬁrst $ 225 , seventh business day day deposit","['delayed availability account', 'account delay availability', 'deposit receive', 'availability account delay', 'deposit receive result', 'day deposit', 'delayed availability', 'account delay', 'day day deposit', 'deposit']"
290,17,under the following circumstances: • We believe a check you deposited will not be paid;,following circumstance : • believe check deposited paid ;,"['believe check deposited', 'check deposited paid', 'check deposited', 'circumstance believe check', 'following circumstance believe', 'deposited paid', 'believe check', 'following circumstance', 'deposited', 'check']"
291,17,"• You deposited checks totaling more than $5,525 in any one day;","• deposited check totaling $ 5,525 one day ;","['check totaling 525', 'deposited check', 'deposited check totaling', 'check totaling', 'deposited', '525', '525 day', 'totaling 525 day', 'totaling 525', 'check']"
292,17,• You redeposited a check that has been returned unpaid;,• redeposited check returned unpaid ;,"['check returned unpaid', 'redeposited check', 'redeposited check returned', 'returned unpaid', 'check returned', 'redeposited', 'returned', 'unpaid', 'check']"
293,17,• You have overdrawn your account repeatedly in the last six months; or,• overdrawn account repeatedly last six month ;,"['overdrawn account repeatedly', 'overdrawn account', 'account repeatedly month', 'account repeatedly', 'overdrawn', 'account', 'repeatedly month', 'month', 'repeatedly']"
294,17,"• There is an emergency, such as failure of communications or our systems. If your check deposit is made with one of our employees or at an ATM and we decide at that time to delay your ability to withdraw funds, we will tell you then. If we ","• emergency , failure communication system . check deposit made one employee ATM decide time delay ability withdraw fund , tell .","['deposit employee atm', 'emergency failure', 'employee atm decide', 'employee atm', 'emergency failure communication', 'communication check deposit', 'deposit employee', 'check deposit employee', 'check deposit', 'withdraw fund']"
295,17,"decide to delay availability of your funds after you complete your deposit, we will mail you a deposit hold notice by the business day after we decide to take that action. Return to Table of Contents","decide delay availability fund complete deposit , mail deposit hold notice business day decide take action . Return Table Contents","['deposit hold notice', 'mail deposit hold', 'deposit hold', 'delay availability fund', 'fund complete deposit', 'availability fund complete', 'business day decide', 'complete deposit', 'deposit mail deposit', 'notice business day']"
